600780,20180731
600782,20180731
600785,20180731
600787,20180731
600790,20180731
600795,20180731
600796,20180731
600803,20180731
600804,20180731
600808,20180731
600809,20180731
600810,20180731
600811,20180731
600814,20180731
600815,20180731
600816,20180731
600820,20180731
600821,20180731
600822,20180731
600824,20180731
600825,20180731
600826,20180731
600827,20180731
600828,20180731
600830,20180731
600831,20180731
600835,20180731
600837,20180731
600838,20180731
600843,20180731
600844,20180731
600845,20180731
600850,20180731
600856,20180731
600857,20180731
600858,20180731
600859,20180731
600860,20180731
600861,20180731
600863,20180731
600864,20180731
600865,20180731
600867,20180731
600868,20180731
600869,20180731
600874,20180731
600875,20180731
600880,20180731
600881,20180731
600885,20180731
600886,20180731
600887,20180731
600889,20180731
600891,20180731
600892,20180731
600893,20180731
600894,20180731
600898,20180731
600900,20180731
600903,20180731
600909,20180731
600917,20180731
600919,20180731
600926,20180731
600936,20180731
600958,20180731
600959,20180731
600962,20180731
600965,20180731
600969,20180731
600975,20180731
600977,20180731
600978,20180731
600979,20180731
600981,20180731
600982,20180731
600984,20180731
600985,20180731
600986,20180731
600992,20180731
600995,20180731
600996,20180731
600999,20180731
601000,20180731
601002,20180731
601003,20180731
601005,20180731
601006,20180731
601009,20180731
601010,20180731
601012,20180731
601016,20180731
601018,20180731
601019,20180731
601020,20180731
601021,20180731
601028,20180731
601038,20180731
601086,20180731
601088,20180731
601098,20180731
601099,20180731
601100,20180731
601106,20180731
601108,20180731
601111,20180731
601116,20180731
601117,20180731
601118,20180731
601139,20180731
601155,20180731
601158,20180731
601163,20180731
601166,20180731
601168,20180731
601169,20180731
601177,20180731
601179,20180731
601186,20180731
601198,20180731
601199,20180731
601200,20180731
601208,20180731
601211,20180731
601212,20180731
601216,20180731
601225,20180731
601228,20180731
601229,20180731
601233,20180731
601238,20180731
601288,20180731
601318,20180731
601328,20180731
601333,20180731
601336,20180731
601360,20180731
601366,20180731
601368,20180731
601369,20180731
601377,20180731
601390,20180731
601398,20180731
601500,20180731
601519,20180731
601555,20180731
601595,20180731
601599,20180731
601600,20180731
601601,20180731
601607,20180731
601608,20180731
601611,20180731
601618,20180731
601619,20180731
601628,20180731
601633,20180731
601668,20180731
601669,20180731
601678,20180731
601688,20180731
601717,20180731
601718,20180731
601727,20180731
601766,20180731
601788,20180731
601800,20180731
601801,20180731
601808,20180731
601811,20180731
601818,20180731
601828,20180731
601838,20180731
601857,20180731
601858,20180731
601866,20180731
601872,20180731
601877,20180731
601878,20180731
601880,20180731
601881,20180731
601882,20180731
601888,20180731
601890,20180731
601898,20180731
601899,20180731
601900,20180731
601901,20180731
601919,20180731
601928,20180731
601929,20180731
601933,20180731
601939,20180731
601949,20180731
601952,20180731
601958,20180731
601966,20180731
601969,20180731
601985,20180731
601988,20180731
601989,20180731
601991,20180731
601992,20180731
601996,20180731
601997,20180731
601998,20180731
601999,20180731
603000,20180731
603002,20180731
603010,20180731
603011,20180731
603012,20180731
603015,20180731
603019,20180731
603025,20180731
603028,20180731
603029,20180731
603031,20180731
603033,20180731
603036,20180731
603039,20180731
603041,20180731
603056,20180731
603067,20180731
603076,20180731
603077,20180731
603078,20180731
603080,20180731
603085,20180731
603086,20180731
603088,20180731
603090,20180731
603096,20180731
603100,20180731
603101,20180731
603103,20180731
603106,20180731
603110,20180731
603111,20180731
603123,20180731
603126,20180731
603131,20180731
603133,20180731
603138,20180731
603159,20180731
603160,20180731
603169,20180731
603177,20180731
603181,20180731
603188,20180731
603189,20180731
603200,20180731
603203,20180731
603214,20180731
603225,20180731
603227,20180731
603232,20180731
603258,20180731
603260,20180731
603266,20180731
603269,20180731
603277,20180731
603278,20180731
603283,20180731
603288,20180731
603289,20180731
603298,20180731
603299,20180731
603308,20180731
603315,20180731
603318,20180731
603319,20180731
603321,20180731
603330,20180731
603331,20180731
603336,20180731
603337,20180731
603338,20180731
603339,20180731
603356,20180731
603360,20180731
603363,20180731
603378,20180731
603383,20180731
603393,20180731
603416,20180731
603444,20180731
603488,20180731
603496,20180731
603500,20180731
603519,20180731
603528,20180731
603533,20180731
603556,20180731
603566,20180731
603568,20180731
603580,20180731
603585,20180731
603588,20180731
603598,20180731
603599,20180731
603601,20180731
603603,20180731
603605,20180731
603609,20180731
603615,20180731
603617,20180731
603626,20180731
603630,20180731
603636,20180731
603638,20180731
603639,20180731
603656,20180731
603660,20180731
603667,20180731
603668,20180731
603683,20180731
603686,20180731
603689,20180731
603690,20180731
603698,20180731
603699,20180731
603708,20180731
603721,20180731
603722,20180731
603726,20180731
603729,20180731
603737,20180731
603757,20180731
603789,20180731
603797,20180731
603799,20180731
603806,20180731
603817,20180731
603819,20180731
603822,20180731
603823,20180731
603825,20180731
603833,20180731
603855,20180731
603856,20180731
603858,20180731
603859,20180731
603877,20180731
603878,20180731
603879,20180731
603881,20180731
603885,20180731
603888,20180731
603890,20180731
603900,20180731
603901,20180731
603903,20180731
603906,20180731
603912,20180731
603916,20180731
603918,20180731
603928,20180731
603938,20180731
603960,20180731
603966,20180731
603968,20180731
603969,20180731
603970,20180731
603977,20180731
603980,20180731
603985,20180731
603990,20180731
603991,20180731
603993,20180731
603999,20180731
1,20180831
2,20180831
5,20180831
8,20180831
9,20180831
17,20180831
26,20180831
27,20180831
35,20180831
37,20180831
38,20180831
39,20180831
40,20180831
60,20180831
61,20180831
63,20180831
66,20180831
68,20180831
69,20180831
89,20180831
100,20180831
151,20180831
155,20180831
156,20180831
157,20180831
158,20180831
166,20180831
301,20180831
333,20180831
338,20180831
400,20180831
402,20180831
407,20180831
408,20180831
410,20180831
413,20180831
415,20180831
417,20180831
419,20180831
420,20180831
421,20180831
423,20180831
425,20180831
426,20180831
501,20180831
503,20180831
510,20180831
516,20180831
523,20180831
525,20180831
528,20180831
530,20180831
531,20180831
538,20180831
539,20180831
540,20180831
543,20180831
544,20180831
545,20180831
553,20180831
555,20180831
559,20180831
560,20180831
564,20180831
565,20180831
568,20180831
570,20180831
584,20180831
587,20180831
591,20180831
592,20180831
593,20180831
595,20180831
598,20180831
600,20180831
601,20180831
605,20180831
606,20180831
607,20180831
612,20180831
623,20180831
625,20180831
626,20180831
627,20180831
629,20180831
630,20180831
632,20180831
635,20180831
651,20180831
662,20180831
663,20180831
665,20180831
669,20180831
671,20180831
673,20180831
676,20180831
677,20180831
679,20180831
680,20180831
681,20180831
683,20180831
685,20180831
690,20180831
692,20180831
695,20180831
702,20180831
703,20180831
708,20180831
709,20180831
711,20180831
713,20180831
715,20180831
717,20180831
719,20180831
722,20180831
723,20180831
725,20180831
728,20180831
731,20180831
735,20180831
